country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Austria,2011,AUT,8393272.0,349713455451.0,-1.593,-0.083,608.325,5.106,543.292,4.56,7.331,1.311,238.59,2.713,1.067,4814.699,40.411,646.947,5.43,,0.0,0.0,0.0,8.73,10.376,70.4,8387.671,62.2,19.322,-6.094,-25.689,47165.023,1.132,-4.715,-13.652,2536.556,21.29,32871.328,275.898,34.228,70.842,-5.94,-5.71,90.418,1482.139,12.44,10772.685,-1.466,-0.265,2121.255,17.804,20.0,23.216,14.84,-10.756,-11.207,88.697,4079.458,34.24,10567.671,55.048,22.775,-8.324,-11.204,113.558,4874.142,40.91,13529.7,65.772,29.158,8.2,11.648,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.847,-9.009,145.069,407.469,3.42,17283.947,4.375,0.554,1573.583,13.208,5.498,37.249,14.288,4.56,0.0,1.602,0.225,543.292,0.0,1702.335,7.331,0.0,3.669,7410.698,395.869,-8.324,-11.204,113.558,4874.142,40.91,13529.7,65.772,29.158,95.996,0.22,0.451,20.254,0.17,53.729,0.273,0.116,-6.186,-0.359,5.016,231.138,1.94,597.64,3.119,1.288
Austria,2012,AUT,8431599.0,352093108730.0,4.172,0.213,630.824,5.319,555.055,4.68,6.817,1.309,185.87,-6.904,-2.79,4461.906,37.621,520.66,4.39,,0.0,0.0,0.0,6.395,9.257,71.45,8474.074,68.65,21.264,4.682,18.533,49148.723,1.177,-3.513,-9.693,2054.177,17.32,31572.27,266.205,25.229,65.502,-4.619,-4.177,86.241,1151.62,9.71,10228.358,7.477,1.331,2269.494,19.135,14.144,21.22,12.76,28.07,24.312,113.01,5200.674,43.85,13403.096,63.875,27.807,23.1,26.645,140.204,6087.813,51.33,16628.379,74.771,34.498,2.8,3.919,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.879,-2.727,142.342,381.897,3.22,16882.006,-3.088,-0.408,1518.062,12.8,4.69,35.024,14.66,4.68,0.0,2.604,0.372,555.055,0.0,1738.722,6.817,0.0,3.607,8141.991,414.402,23.1,26.645,140.204,6087.813,51.33,16628.379,74.771,34.498,93.878,0.419,0.87,40.324,0.34,103.16,0.495,0.214,27.155,1.329,6.345,291.76,2.46,752.578,3.583,1.561
Austria,2013,AUT,8481411.0,352182904722.0,-1.888,-0.1,615.28,5.218,554.153,4.7,7.281,1.295,173.35,1.357,0.51,4495.89,38.131,496.38,4.21,,0.0,0.0,0.0,6.522,9.465,71.82,8467.931,64.55,20.078,-0.857,-3.55,48441.508,1.167,-0.158,-0.42,1656.564,14.05,31337.346,265.785,21.766,65.976,-4.913,-4.237,82.005,784.068,6.65,9668.746,-19.529,-3.737,1815.566,15.399,10.302,20.356,11.19,-4.176,-5.55,107.46,4954.364,42.02,12670.02,65.097,26.675,-1.646,-3.141,137.063,5954.198,50.5,16160.421,78.234,34.024,7.27,10.123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.323,3.307,145.649,376.117,3.19,17172.709,-15.06,-1.928,1281.869,10.872,4.942,36.155,14.72,4.7,0.0,0.405,0.059,554.153,0.0,1735.514,7.281,0.0,3.654,7610.762,410.852,-1.646,-3.141,137.063,5954.198,50.5,16160.421,78.234,34.024,85.483,0.731,1.601,74.28,0.63,188.761,0.976,0.397,28.075,1.719,8.065,371.4,3.15,950.848,4.88,2.002
Austria,2014,AUT,8547812.0,354511819035.0,-1.171,-0.061,603.352,5.157,532.3,4.55,7.392,1.332,150.45,-8.156,-3.11,4097.117,35.021,343.948,2.94,,0.0,0.0,0.0,4.777,9.048,70.82,8285.161,61.55,20.056,-3.885,-15.963,46197.699,1.114,-5.362,-14.253,1327.825,11.35,29426.52,251.532,18.44,64.983,-8.408,-6.895,75.11,622.382,5.32,8787.016,-8.869,-1.366,1641.683,14.033,8.643,19.405,9.26,-2.403,-3.116,104.344,4797.719,41.01,12207.113,66.629,26.957,-0.66,-1.523,135.54,5872.848,50.2,15856.681,81.56,35.017,9.27,13.09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.916,-4.248,141.401,361.496,3.09,16542.387,5.994,0.652,1348.147,11.524,5.02,36.531,14.255,4.55,0.0,-3.158,-0.465,532.3,0.0,1667.646,7.392,0.0,3.683,7200.673,394.889,-0.66,-1.523,135.54,5872.848,50.2,15856.681,81.56,35.017,25.444,0.397,1.998,92.421,0.79,233.754,1.284,0.516,21.963,1.721,9.786,450.408,3.85,1144.816,6.255,2.528
Austria,2015,AUT,8644037.0,358108266932.0,3.792,0.196,619.262,5.353,537.943,4.65,7.527,1.376,172.06,8.502,2.978,4395.984,37.999,341.276,2.95,,0.0,0.0,0.0,4.775,9.765,71.84,8310.931,61.78,19.709,0.378,1.494,45856.262,1.107,3.575,8.993,1641.594,14.19,30139.318,260.525,22.969,66.948,6.086,4.571,79.681,886.16,7.66,9218.024,-4.383,-0.615,1552.252,13.418,12.399,20.476,10.63,-9.389,-10.276,94.068,4298.917,37.16,10882.416,60.149,24.173,-4.349,-6.922,128.618,5505.529,47.59,14879.399,77.031,33.052,10.06,14.003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021,1.444,142.845,414.158,3.58,16525.309,-3.77,-0.434,1282.882,11.089,5.795,36.708,14.571,4.65,0.0,2.217,0.316,537.943,0.0,1685.638,7.527,0.0,3.744,7147.124,396.383,-4.349,-6.922,128.618,5505.529,47.59,14879.399,77.031,33.052,19.338,0.374,2.372,108.745,0.94,274.455,1.522,0.61,25.862,2.468,12.254,559.924,4.84,1417.628,7.834,3.149
Austria,2016,AUT,8737920.0,365232738553.0,0.236,0.013,614.051,5.366,547.041,4.78,7.369,1.336,154.62,-6.714,-2.551,4056.77,35.448,233.465,2.04,,0.0,0.0,0.0,3.145,8.824,72.03,8243.381,64.87,20.179,3.347,13.268,46881.992,1.122,1.727,4.499,1578.179,13.79,30330.396,265.025,21.258,65.974,4.695,3.741,83.422,971.627,8.49,9547.111,-6.097,-0.818,1441.944,12.6,13.088,20.767,10.03,7.575,6.362,100.43,4574.315,39.97,11493.639,61.616,25.001,6.635,8.071,136.689,5845.785,51.08,15643.162,78.742,34.026,7.16,9.94,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.317,3.31,146.155,373.086,3.26,16726.516,-11.632,-1.29,1121.482,9.799,5.025,36.383,14.986,4.78,0.0,2.85,0.415,547.041,0.0,1715.054,7.369,0.0,3.731,7423.964,409.651,6.635,8.071,136.689,5845.785,51.08,15643.162,78.742,34.026,16.959,0.381,2.754,125.888,1.1,315.156,1.696,0.686,8.15,0.899,13.153,598.541,5.23,1505.262,8.062,3.274
Austria,2017,AUT,8798779.0,373481694490.0,-0.257,-0.014,608.234,5.352,559.169,4.92,7.333,1.306,162.92,3.151,1.117,4155.639,36.565,200.028,1.76,,,,,2.623,8.923,73.64,8369.343,67.09,20.325,1.933,7.918,47457.57,1.118,3.27,8.667,1822.98,16.04,31105.662,273.692,23.908,66.787,8.723,7.277,90.699,1239.945,10.91,10308.082,,,,,16.262,22.133,10.93,-4.197,-4.696,95.734,4351.74,38.29,10880.416,57.073,23.361,-0.078,-0.584,136.104,5801.941,51.05,15468.543,76.092,33.213,6.55,8.895,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.274,146.429,383.008,3.37,16641.941,,,,,5.023,35.732,15.417,4.92,0.0,2.876,0.431,559.169,0.0,1752.174,7.333,0.0,3.762,7624.921,417.569,-0.078,-0.584,136.104,5801.941,51.05,15468.543,76.092,33.213,15.78,0.419,3.172,144.338,1.27,360.553,1.893,0.774,25.534,3.276,16.429,746.695,6.57,1867.166,9.793,4.009
Austria,2018,AUT,8841653.0,382540042762.0,-3.383,-0.181,584.809,5.171,557.588,4.93,7.623,1.29,157.88,-11.704,-4.28,3651.462,32.285,204.713,1.81,,,,,2.799,8.052,73.62,8326.498,64.67,20.003,-2.195,-9.167,46190.699,1.068,-2.055,-5.625,1652.406,14.61,30318.656,268.067,22.592,66.861,-4.222,-3.829,86.869,1121.962,9.92,9824.995,,,,,15.339,21.667,10.21,-1.713,-2.108,93.627,4257.123,37.64,10589.269,58.203,23.352,-2.095,-3.238,132.866,5661.837,50.06,15027.287,77.408,33.139,8.95,12.157,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.696,2.484,148.913,325.731,2.88,16842.199,,,,,4.453,37.142,15.448,4.93,0.0,0.201,0.031,557.588,0.0,1747.178,7.623,0.0,3.853,7314.243,408.402,-2.095,-3.238,132.866,5661.837,50.06,15027.287,77.408,33.139,14.67,0.447,3.62,165.128,1.46,409.395,2.258,0.903,-8.234,-1.428,15.001,681.999,6.03,1696.636,9.324,3.742
Austria,2019,AUT,8880876.0,388344674039.0,-0.065,-0.003,581.848,5.167,524.723,4.66,6.592,1.231,152.78,5.141,1.66,3822.222,33.945,168.902,1.5,,,,,2.122,8.09,73.82,8312.243,70.69,21.041,4.789,19.558,48188.984,1.102,3.015,8.083,1807.254,16.05,31094.922,276.15,22.705,65.811,2.458,2.135,89.004,1274.649,11.32,10022.03,,,,,16.014,21.211,10.8,8.47,7.428,101.054,4597.52,40.83,11378.875,57.759,24.083,8.285,10.598,143.464,6152.546,54.64,16154.252,77.295,34.189,3.13,4.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,4.288,153.201,363.703,3.23,17250.668,,,,,4.569,36.51,14.588,4.66,0.0,-5.565,-0.86,524.723,0.0,1642.668,6.592,0.0,3.477,7959.801,427.96,8.285,10.598,143.464,6152.546,54.64,16154.252,77.295,34.189,16.972,0.593,4.213,191.423,1.7,474.402,2.405,1.004,23.541,3.44,18.441,838.881,7.45,2076.46,10.539,4.395
Austria,2020,AUT,8921402.0,363281092036.0,-10.557,-0.546,518.058,4.622,514.493,4.59,6.649,1.179,133.28,-14.473,-4.913,3254.181,29.032,62.77,0.56,,,,,0.811,7.409,71.23,7984.171,69.03,22.458,-6.5,-27.816,44852.156,1.101,-10.435,-28.816,1525.545,13.61,27723.637,247.334,19.716,63.12,-4.193,-3.732,85.272,1115.296,9.95,9558.193,,,,,14.414,21.762,9.2,2.871,2.644,103.699,4707.78,42.0,11623.604,60.843,26.464,0.404,1.049,144.513,6212.028,55.42,16198.43,80.284,36.88,2.2,3.089,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.167,-20.172,133.029,347.479,3.1,14911.263,,,,,4.491,33.949,14.379,4.59,0.0,-1.438,-0.21,514.493,0.0,1611.692,6.649,0.0,3.669,7737.573,400.144,0.404,1.049,144.513,6212.028,55.42,16198.43,80.284,36.88,20.025,0.831,5.044,228.664,2.04,565.414,2.955,1.287,-8.839,-1.672,16.769,761.091,6.79,1879.661,9.836,4.28
Austria,2021,AUT,8967053.0,379835198584.0,4.871,0.225,540.527,4.847,499.607,4.48,6.72,1.216,135.29,3.892,1.13,3363.628,30.162,0.0,0.0,,,,,0.0,7.567,74.21,8275.852,66.67,20.957,1.547,6.191,45314.195,1.07,5.336,13.197,1552.349,13.92,29054.254,260.531,20.879,65.362,5.725,4.882,90.154,1184.336,10.62,10053.961,,,,,15.929,22.618,9.02,-7.401,-7.911,95.787,4321.375,38.75,10682.157,58.122,24.031,-3.872,-6.446,138.067,5882.646,52.75,15397.121,79.121,34.638,7.54,10.16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.401,7.185,140.215,368.014,3.3,15636.664,,,,,4.95,35.177,13.999,4.48,0.0,-2.64,-0.38,499.607,0.0,1561.163,6.72,0.0,3.512,7434.996,406.335,-3.872,-6.446,138.067,5882.646,52.75,15397.121,79.121,34.638,35.78,1.788,6.832,310.024,2.78,761.931,4.17,1.714,-0.758,-0.168,16.601,751.64,6.74,1851.343,10.109,4.165
Austria,2022,AUT,9064678.0,398815419150.0,-4.995,-0.242,507.998,4.605,524.012,4.75,7.368,1.229,140.84,-4.312,-1.301,3183.918,28.861,0.0,0.0,,,,,0.0,7.704,73.17,8071.991,64.47,21.632,-6.032,-24.511,42122.105,0.957,-6.721,-17.511,1551.076,14.06,26809.592,243.02,21.809,64.866,-12.23,-11.026,79.128,1196.954,10.85,8729.295,,,,,16.83,21.121,9.08,-10.966,-10.713,85.074,3820.323,34.63,9385.219,53.715,22.708,-4.711,-6.437,131.63,5561.146,50.41,14521.192,78.191,35.134,8.7,11.89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.697,-5.184,135.031,354.122,3.21,14896.378,,,,,4.979,36.042,14.865,4.75,0.0,6.184,0.866,524.012,0.0,1639.853,7.368,0.0,3.968,7112.222,381.823,-4.711,-6.437,131.63,5561.146,50.41,14521.192,78.191,35.134,36.36,2.461,9.294,418.106,3.79,1025.257,5.879,2.481,7.442,1.192,17.793,798.705,7.24,1962.866,11.23,4.749
Austria,2023,AUT,9130434.0,,17.384,0.801,592.015,5.405,499.429,4.56,6.424,1.404,111.72,-3.176,-0.917,3060.59,27.945,0.0,0.0,,,,,0.0,7.26,70.91,7766.334,70.98,23.945,3.179,12.137,43148.035,,-5.003,-12.158,1185.048,10.82,25284.916,230.862,15.244,59.978,-13.036,-10.315,68.813,821.429,7.5,7536.639,,,,,10.566,17.878,7.93,17.466,14.128,99.202,4454.333,40.67,10864.932,57.298,25.773,18.282,22.42,154.05,6588.953,60.16,16872.156,84.756,40.022,-0.07,-0.099,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.686,-0.926,134.105,363.619,3.32,14687.688,,,,,4.677,34.84,14.244,4.56,0.0,-4.173,-0.62,499.429,0.0,1560.101,6.424,0.0,3.701,7774.001,393.96,18.282,22.42,154.05,6588.953,60.16,16872.156,84.756,40.022,69.063,6.303,15.597,754.619,6.89,1708.254,9.707,4.052,10.979,1.809,19.602,880.571,8.04,2146.855,11.327,5.093
Austria,2024,AUT,9120815.0,,-2.322,-0.126,578.877,5.28,512.016,4.67,5.951,1.312,103.48,0.073,0.02,3066.063,27.965,0.0,0.0,,,,,0.0,6.947,71.69,7860.043,78.47,26.07,4.665,18.376,45208.309,,-1.214,-2.802,1185.201,10.81,25004.379,228.06,13.776,56.653,-0.863,-0.594,68.219,826.68,7.54,7479.457,,,,,9.609,16.946,8.12,10.133,10.052,109.254,5011.613,45.71,11978.54,58.252,27.14,12.733,20.449,174.499,7418.197,67.66,19131.916,86.224,43.347,-6.78,-9.457,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.662,-2.228,131.877,358.521,3.27,14458.858,,,,,4.167,32.76,14.519,4.67,0.0,1.93,0.275,512.016,0.0,1591.893,5.951,0.0,3.607,8603.398,412.337,12.733,20.449,174.499,7418.197,67.66,19131.916,86.224,43.347,47.356,7.386,22.983,892.464,8.14,2519.876,10.373,5.709,14.593,2.86,22.462,1002.103,9.14,2462.731,11.648,5.58
Austria,2025,AUT,9113578.0,,,,,,511.325,4.66,6.364,,116.91,,,,,0.0,0.0,,,,,0.0,,75.84,8321.648,73.22,,,,,,,,1317.814,12.01,,,16.403,,,,,959.009,8.74,,,,,,11.937,,8.56,,,,4161.922,37.93,,51.803,,,,,6716.352,61.21,,83.597,,2.62,3.455,,,,0.0,0.0,,0.0,,,,,358.805,3.27,,,,,,4.466,,,4.66,0.0,,,511.325,0.0,,6.364,0.0,,8034.167,,,,,6716.352,61.21,,83.597,,,,,1131.279,10.31,,14.081,,,,,911.826,8.31,,11.349,
