geo,country_name,time,sex,age,indicator_code,indicator_label,value,unit,data_suppressed,source_dataset
RS,Serbia,2019,M,Y35-44,MV_WALK_GET,Walking to get to and from place,95.2,PC,False,hlth_ehis_pe3
SE,Sweden,2014,M,Y35-44,MV_WALK_GET,Walking to get to and from place,78.0,PC,False,hlth_ehis_pe3
SE,Sweden,2019,M,Y35-44,MV_WALK_GET,Walking to get to and from place,88.1,PC,False,hlth_ehis_pe3
SI,Slovenia,2014,M,Y35-44,MV_WALK_GET,Walking to get to and from place,81.0,PC,False,hlth_ehis_pe3
SI,Slovenia,2019,M,Y35-44,MV_WALK_GET,Walking to get to and from place,88.0,PC,False,hlth_ehis_pe3
SK,Slovakia,2014,M,Y35-44,MV_WALK_GET,Walking to get to and from place,86.0,PC,False,hlth_ehis_pe3
SK,Slovakia,2019,M,Y35-44,MV_WALK_GET,Walking to get to and from place,89.8,PC,False,hlth_ehis_pe3
TR,Türkiye,2014,M,Y35-44,MV_WALK_GET,Walking to get to and from place,79.6,PC,False,hlth_ehis_pe3
TR,Türkiye,2019,M,Y35-44,MV_WALK_GET,Walking to get to and from place,87.9,PC,False,hlth_ehis_pe3
UK,United Kingdom,2014,M,Y35-44,MV_WALK_GET,Walking to get to and from place,72.7,PC,False,hlth_ehis_pe3
AT,Austria,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,74.6,PC,False,hlth_ehis_pe3
AT,Austria,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,88.5,PC,False,hlth_ehis_pe3
BE,Belgium,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,66.6,PC,False,hlth_ehis_pe3
BE,Belgium,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,74.2,PC,False,hlth_ehis_pe3
BG,Bulgaria,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,93.7,PC,False,hlth_ehis_pe3
BG,Bulgaria,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,95.1,PC,False,hlth_ehis_pe3
CY,Cyprus,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,11.1,PC,False,hlth_ehis_pe3
CY,Cyprus,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,6.1,PC,False,hlth_ehis_pe3
CZ,Czechia,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,88.6,PC,False,hlth_ehis_pe3
CZ,Czechia,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,84.7,PC,False,hlth_ehis_pe3
DE,Germany,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,74.7,PC,False,hlth_ehis_pe3
DE,Germany,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,77.6,PC,False,hlth_ehis_pe3
DK,Denmark,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,77.6,PC,False,hlth_ehis_pe3
DK,Denmark,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,79.5,PC,False,hlth_ehis_pe3
EE,Estonia,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,74.9,PC,False,hlth_ehis_pe3
EE,Estonia,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,76.9,PC,False,hlth_ehis_pe3
EL,Greece,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,80.2,PC,False,hlth_ehis_pe3
EL,Greece,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,85.2,PC,False,hlth_ehis_pe3
ES,Spain,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,79.6,PC,False,hlth_ehis_pe3
ES,Spain,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,87.5,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,76.4,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,80.9,PC,False,hlth_ehis_pe3
EU28,European Union - 28 countries (2013-2020),2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,75.1,PC,False,hlth_ehis_pe3
FI,Finland,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,75.0,PC,False,hlth_ehis_pe3
FI,Finland,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,93.8,PC,False,hlth_ehis_pe3
FR,France,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,62.6,PC,False,hlth_ehis_pe3
FR,France,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,80.4,PC,False,hlth_ehis_pe3
HR,Croatia,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,83.8,PC,False,hlth_ehis_pe3
HR,Croatia,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,90.9,PC,False,hlth_ehis_pe3
HU,Hungary,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,86.4,PC,False,hlth_ehis_pe3
HU,Hungary,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,82.8,PC,False,hlth_ehis_pe3
IE,Ireland,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,84.9,PC,False,hlth_ehis_pe3
IE,Ireland,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,78.7,PC,False,hlth_ehis_pe3
IS,Iceland,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,49.9,PC,False,hlth_ehis_pe3
IS,Iceland,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,43.7,PC,False,hlth_ehis_pe3
IT,Italy,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,74.8,PC,False,hlth_ehis_pe3
IT,Italy,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,71.7,PC,False,hlth_ehis_pe3
LT,Lithuania,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,69.6,PC,False,hlth_ehis_pe3
LT,Lithuania,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,79.1,PC,False,hlth_ehis_pe3
LU,Luxembourg,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,83.6,PC,False,hlth_ehis_pe3
LU,Luxembourg,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,87.5,PC,False,hlth_ehis_pe3
LV,Latvia,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,86.1,PC,False,hlth_ehis_pe3
LV,Latvia,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,83.3,PC,False,hlth_ehis_pe3
MT,Malta,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,69.7,PC,False,hlth_ehis_pe3
MT,Malta,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,72.4,PC,False,hlth_ehis_pe3
NL,Netherlands,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,73.0,PC,False,hlth_ehis_pe3
NO,Norway,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,57.3,PC,False,hlth_ehis_pe3
NO,Norway,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,64.2,PC,False,hlth_ehis_pe3
PL,Poland,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,83.6,PC,False,hlth_ehis_pe3
PL,Poland,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,87.7,PC,False,hlth_ehis_pe3
PT,Portugal,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,56.3,PC,False,hlth_ehis_pe3
PT,Portugal,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,64.2,PC,False,hlth_ehis_pe3
RO,Romania,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,99.8,PC,False,hlth_ehis_pe3
RO,Romania,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,92.0,PC,False,hlth_ehis_pe3
RS,Serbia,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,94.3,PC,False,hlth_ehis_pe3
SE,Sweden,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,79.4,PC,False,hlth_ehis_pe3
SE,Sweden,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,87.2,PC,False,hlth_ehis_pe3
SI,Slovenia,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,80.8,PC,False,hlth_ehis_pe3
SI,Slovenia,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,86.2,PC,False,hlth_ehis_pe3
SK,Slovakia,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,87.7,PC,False,hlth_ehis_pe3
SK,Slovakia,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,92.2,PC,False,hlth_ehis_pe3
TR,Türkiye,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,80.0,PC,False,hlth_ehis_pe3
TR,Türkiye,2019,M,Y45-54,MV_WALK_GET,Walking to get to and from place,86.2,PC,False,hlth_ehis_pe3
UK,United Kingdom,2014,M,Y45-54,MV_WALK_GET,Walking to get to and from place,65.5,PC,False,hlth_ehis_pe3
AT,Austria,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,75.7,PC,False,hlth_ehis_pe3
AT,Austria,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,88.6,PC,False,hlth_ehis_pe3
BE,Belgium,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,63.0,PC,False,hlth_ehis_pe3
BE,Belgium,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,76.2,PC,False,hlth_ehis_pe3
BG,Bulgaria,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,91.9,PC,False,hlth_ehis_pe3
BG,Bulgaria,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,94.8,PC,False,hlth_ehis_pe3
CY,Cyprus,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,12.6,PC,False,hlth_ehis_pe3
CY,Cyprus,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,7.7,PC,False,hlth_ehis_pe3
CZ,Czechia,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,89.3,PC,False,hlth_ehis_pe3
CZ,Czechia,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,84.8,PC,False,hlth_ehis_pe3
DE,Germany,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,75.4,PC,False,hlth_ehis_pe3
DE,Germany,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,77.7,PC,False,hlth_ehis_pe3
DK,Denmark,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,77.5,PC,False,hlth_ehis_pe3
DK,Denmark,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,80.3,PC,False,hlth_ehis_pe3
EE,Estonia,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,75.1,PC,False,hlth_ehis_pe3
EE,Estonia,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,73.4,PC,False,hlth_ehis_pe3
EL,Greece,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,82.6,PC,False,hlth_ehis_pe3
EL,Greece,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,83.1,PC,False,hlth_ehis_pe3
ES,Spain,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,80.5,PC,False,hlth_ehis_pe3
ES,Spain,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,87.1,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,78.2,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,81.2,PC,False,hlth_ehis_pe3
EU28,European Union - 28 countries (2013-2020),2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,76.7,PC,False,hlth_ehis_pe3
FI,Finland,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,78.4,PC,False,hlth_ehis_pe3
FI,Finland,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,93.1,PC,False,hlth_ehis_pe3
FR,France,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,70.0,PC,False,hlth_ehis_pe3
FR,France,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,81.5,PC,False,hlth_ehis_pe3
HR,Croatia,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,83.9,PC,False,hlth_ehis_pe3
HR,Croatia,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,89.7,PC,False,hlth_ehis_pe3
HU,Hungary,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,83.3,PC,False,hlth_ehis_pe3
HU,Hungary,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,83.1,PC,False,hlth_ehis_pe3
IE,Ireland,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,85.6,PC,False,hlth_ehis_pe3
IE,Ireland,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,79.9,PC,False,hlth_ehis_pe3
IS,Iceland,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,50.7,PC,False,hlth_ehis_pe3
IS,Iceland,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,48.2,PC,False,hlth_ehis_pe3
IT,Italy,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,75.9,PC,False,hlth_ehis_pe3
IT,Italy,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,72.3,PC,False,hlth_ehis_pe3
LT,Lithuania,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,70.4,PC,False,hlth_ehis_pe3
LT,Lithuania,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,78.6,PC,False,hlth_ehis_pe3
LU,Luxembourg,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,86.0,PC,False,hlth_ehis_pe3
LU,Luxembourg,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,89.5,PC,False,hlth_ehis_pe3
LV,Latvia,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,86.5,PC,False,hlth_ehis_pe3
LV,Latvia,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,82.2,PC,False,hlth_ehis_pe3
MT,Malta,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,68.8,PC,False,hlth_ehis_pe3
MT,Malta,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,72.7,PC,False,hlth_ehis_pe3
NL,Netherlands,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,75.1,PC,False,hlth_ehis_pe3
NO,Norway,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,59.6,PC,False,hlth_ehis_pe3
NO,Norway,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,65.4,PC,False,hlth_ehis_pe3
PL,Poland,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,84.5,PC,False,hlth_ehis_pe3
PL,Poland,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,87.1,PC,False,hlth_ehis_pe3
PT,Portugal,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,57.3,PC,False,hlth_ehis_pe3
PT,Portugal,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,67.1,PC,False,hlth_ehis_pe3
RO,Romania,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,99.6,PC,False,hlth_ehis_pe3
RO,Romania,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,92.9,PC,False,hlth_ehis_pe3
RS,Serbia,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,93.0,PC,False,hlth_ehis_pe3
SE,Sweden,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,80.1,PC,False,hlth_ehis_pe3
SE,Sweden,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,87.6,PC,False,hlth_ehis_pe3
SI,Slovenia,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,82.2,PC,False,hlth_ehis_pe3
SI,Slovenia,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,85.2,PC,False,hlth_ehis_pe3
SK,Slovakia,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,87.9,PC,False,hlth_ehis_pe3
SK,Slovakia,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,90.9,PC,False,hlth_ehis_pe3
TR,Türkiye,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,81.0,PC,False,hlth_ehis_pe3
TR,Türkiye,2019,M,Y45-64,MV_WALK_GET,Walking to get to and from place,86.7,PC,False,hlth_ehis_pe3
UK,United Kingdom,2014,M,Y45-64,MV_WALK_GET,Walking to get to and from place,65.2,PC,False,hlth_ehis_pe3
AT,Austria,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,77.2,PC,False,hlth_ehis_pe3
AT,Austria,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,88.8,PC,False,hlth_ehis_pe3
BE,Belgium,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,59.3,PC,False,hlth_ehis_pe3
BE,Belgium,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,78.3,PC,False,hlth_ehis_pe3
BG,Bulgaria,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,90.4,PC,False,hlth_ehis_pe3
BG,Bulgaria,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,94.4,PC,False,hlth_ehis_pe3
CY,Cyprus,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,14.5,PC,False,hlth_ehis_pe3
CY,Cyprus,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,9.4,PC,False,hlth_ehis_pe3
CZ,Czechia,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,90.0,PC,False,hlth_ehis_pe3
CZ,Czechia,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,84.9,PC,False,hlth_ehis_pe3
DE,Germany,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,76.4,PC,False,hlth_ehis_pe3
DE,Germany,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,77.7,PC,False,hlth_ehis_pe3
DK,Denmark,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,77.4,PC,False,hlth_ehis_pe3
DK,Denmark,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,81.3,PC,False,hlth_ehis_pe3
EE,Estonia,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,75.2,PC,False,hlth_ehis_pe3
EE,Estonia,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,69.6,PC,False,hlth_ehis_pe3
EL,Greece,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,85.5,PC,False,hlth_ehis_pe3
EL,Greece,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,80.5,PC,False,hlth_ehis_pe3
ES,Spain,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,81.6,PC,False,hlth_ehis_pe3
ES,Spain,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,86.5,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,80.4,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,81.5,PC,False,hlth_ehis_pe3
EU28,European Union - 28 countries (2013-2020),2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,78.7,PC,False,hlth_ehis_pe3
FI,Finland,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,81.5,PC,False,hlth_ehis_pe3
FI,Finland,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,92.5,PC,False,hlth_ehis_pe3
FR,France,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,78.2,PC,False,hlth_ehis_pe3
FR,France,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,82.8,PC,False,hlth_ehis_pe3
HR,Croatia,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,84.1,PC,False,hlth_ehis_pe3
HR,Croatia,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,88.7,PC,False,hlth_ehis_pe3
HU,Hungary,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,80.3,PC,False,hlth_ehis_pe3
HU,Hungary,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,83.5,PC,False,hlth_ehis_pe3
IE,Ireland,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,86.4,PC,False,hlth_ehis_pe3
IE,Ireland,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,81.1,PC,False,hlth_ehis_pe3
IS,Iceland,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,51.5,PC,False,hlth_ehis_pe3
IS,Iceland,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,52.6,PC,False,hlth_ehis_pe3
IT,Italy,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,77.2,PC,False,hlth_ehis_pe3
IT,Italy,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,72.9,PC,False,hlth_ehis_pe3
LT,Lithuania,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,71.5,PC,False,hlth_ehis_pe3
LT,Lithuania,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,78.1,PC,False,hlth_ehis_pe3
LU,Luxembourg,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,89.3,PC,False,hlth_ehis_pe3
LU,Luxembourg,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,92.0,PC,False,hlth_ehis_pe3
LV,Latvia,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,86.9,PC,False,hlth_ehis_pe3
LV,Latvia,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,81.0,PC,False,hlth_ehis_pe3
MT,Malta,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,68.0,PC,False,hlth_ehis_pe3
MT,Malta,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,73.1,PC,False,hlth_ehis_pe3
NL,Netherlands,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,77.4,PC,False,hlth_ehis_pe3
NO,Norway,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,62.3,PC,False,hlth_ehis_pe3
NO,Norway,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,66.9,PC,False,hlth_ehis_pe3
PL,Poland,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,85.4,PC,False,hlth_ehis_pe3
PL,Poland,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,86.5,PC,False,hlth_ehis_pe3
PT,Portugal,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,58.5,PC,False,hlth_ehis_pe3
PT,Portugal,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,70.2,PC,False,hlth_ehis_pe3
RO,Romania,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,99.3,PC,False,hlth_ehis_pe3
RO,Romania,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,94.2,PC,False,hlth_ehis_pe3
RS,Serbia,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,91.7,PC,False,hlth_ehis_pe3
SE,Sweden,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,80.9,PC,False,hlth_ehis_pe3
SE,Sweden,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,88.0,PC,False,hlth_ehis_pe3
SI,Slovenia,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,83.8,PC,False,hlth_ehis_pe3
SI,Slovenia,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,84.1,PC,False,hlth_ehis_pe3
SK,Slovakia,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,88.2,PC,False,hlth_ehis_pe3
SK,Slovakia,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,89.6,PC,False,hlth_ehis_pe3
TR,Türkiye,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,82.3,PC,False,hlth_ehis_pe3
TR,Türkiye,2019,M,Y55-64,MV_WALK_GET,Walking to get to and from place,87.3,PC,False,hlth_ehis_pe3
UK,United Kingdom,2014,M,Y55-64,MV_WALK_GET,Walking to get to and from place,64.9,PC,False,hlth_ehis_pe3
AT,Austria,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,83.1,PC,False,hlth_ehis_pe3
AT,Austria,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,89.4,PC,False,hlth_ehis_pe3
BE,Belgium,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,79.3,PC,False,hlth_ehis_pe3
BG,Bulgaria,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,87.2,PC,False,hlth_ehis_pe3
BG,Bulgaria,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,92.1,PC,False,hlth_ehis_pe3
CY,Cyprus,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,20.0,PC,False,hlth_ehis_pe3
CY,Cyprus,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,19.2,PC,False,hlth_ehis_pe3
CZ,Czechia,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,90.0,PC,False,hlth_ehis_pe3
CZ,Czechia,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,87.2,PC,False,hlth_ehis_pe3
DE,Germany,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,83.5,PC,False,hlth_ehis_pe3
DE,Germany,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,80.0,PC,False,hlth_ehis_pe3
DK,Denmark,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,81.0,PC,False,hlth_ehis_pe3
DK,Denmark,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,81.4,PC,False,hlth_ehis_pe3
EE,Estonia,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,73.7,PC,False,hlth_ehis_pe3
EE,Estonia,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,73.0,PC,False,hlth_ehis_pe3
EL,Greece,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,81.0,PC,False,hlth_ehis_pe3
EL,Greece,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,82.4,PC,False,hlth_ehis_pe3
ES,Spain,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,85.3,PC,False,hlth_ehis_pe3
ES,Spain,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,91.2,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,82.6,PC,False,hlth_ehis_pe3
EU27_2020,European Union - 27 countries (from 2020),2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,83.5,PC,False,hlth_ehis_pe3
EU28,European Union - 28 countries (2013-2020),2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,81.4,PC,False,hlth_ehis_pe3
FI,Finland,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,87.1,PC,False,hlth_ehis_pe3
FI,Finland,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,95.1,PC,False,hlth_ehis_pe3
FR,France,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,81.9,PC,False,hlth_ehis_pe3
FR,France,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,85.8,PC,False,hlth_ehis_pe3
HR,Croatia,2014,M,Y65-74,MV_WALK_GET,Walking to get to and from place,81.6,PC,False,hlth_ehis_pe3
HR,Croatia,2019,M,Y65-74,MV_WALK_GET,Walking to get to and from place,89.1,PC,False,hlth_ehis_pe3
